Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","21/11/2023 14:29 UTC"
"Last updated:","24 October 2023"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=seKzS9
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,2022
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Other people in need of international protection","Stateless persons","Host Community","Others of concern"
2022,Kyrgyzstan,KGZ,Poland,POL,55,17,0,-,0,0,0
2022,Kyrgyzstan,KGZ,"Russian Federation",RUS,33,5,0,-,0,0,0
2022,Kyrgyzstan,KGZ,Spain,ESP,20,20,0,-,0,0,0
2022,Kyrgyzstan,KGZ,Slovakia,SVK,5,0,0,-,0,0,0
2022,Kyrgyzstan,KGZ,Sweden,SWE,154,65,0,-,0,0,0
2022,Kyrgyzstan,KGZ,Switzerland,CHE,21,16,0,-,0,0,0
2022,Kyrgyzstan,KGZ,Ukraine,UKR,17,16,0,-,0,0,0
2022,Kyrgyzstan,KGZ,"United States of America",USA,1607,3496,0,-,0,0,0
2022,Kiribati,KIR,Australia,AUS,0,25,0,-,0,0,0
2022,Kiribati,KIR,"New Zealand",NZL,0,5,0,-,0,0,0
2022,"Rep. of Korea",KOR,Australia,AUS,22,360,0,-,0,0,0
2022,"Rep. of Korea",KOR,Brazil,BRA,0,254,0,-,0,0,0
2022,"Rep. of Korea",KOR,Canada,CAN,19,17,0,-,0,0,0
2022,"Rep. of Korea",KOR,Chile,CHL,0,5,0,-,0,0,0
2022,"Rep. of Korea",KOR,"United Kingdom of Great Britain and Northern Ireland",GBR,5,11,0,-,0,0,0
2022,"Rep. of Korea",KOR,Germany,DEU,37,5,0,-,0,0,0
2022,"Rep. of Korea",KOR,Mexico,MEX,0,5,0,-,0,0,0
2022,"Rep. of Korea",KOR,"Netherlands (Kingdom of the)",NLD,5,0,0,-,0,0,0
2022,"Rep. of Korea",KOR,Norway,NOR,5,0,0,-,0,0,0
2022,"Rep. of Korea",KOR,Poland,POL,5,0,0,-,0,0,0
2022,"Rep. of Korea",KOR,"Russian Federation",RUS,5,0,0,-,0,0,0
2022,"Rep. of Korea",KOR,Spain,ESP,0,5,0,-,0,0,0
2022,"Rep. of Korea",KOR,Sweden,SWE,8,5,0,-,0,0,0
2022,"Rep. of Korea",KOR,Switzerland,CHE,0,5,0,-,0,0,0
2022,"Rep. of Korea",KOR,"United States of America",USA,21,208,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,Australia,AUS,0,9,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,Belgium,BEL,28,5,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,Canada,CAN,33,16,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,"United Kingdom of Great Britain and Northern Ireland",GBR,35,14,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,Germany,DEU,91,5,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,Ireland,IRL,8,5,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,Israel,ISR,5,0,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,Luxembourg,LUX,11,0,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,"Netherlands (Kingdom of the)",NLD,12,5,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,"Russian Federation",RUS,37,0,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,Sweden,SWE,0,5,0,-,0,0,0
2022,"Dem. People's Rep. of Korea",PRK,"United States of America",USA,7,63,0,-,0,0,0
2022,Kuwait,KWT,Australia,AUS,24,0,0,-,0,0,0
2022,Kuwait,KWT,Austria,AUT,9,5,0,-,0,0,0
2022,Kuwait,KWT,Belgium,BEL,6,5,0,-,0,0,0
2022,Kuwait,KWT,Brazil,BRA,0,6,0,-,0,0,0
2022,Kuwait,KWT,Canada,CAN,28,15,0,-,0,0,0
2022,Kuwait,KWT,France,FRA,660,47,0,-,0,0,0
2022,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,750,1459,0,-,0,0,0
2022,Kuwait,KWT,Germany,DEU,53,90,0,-,0,0,0
2022,Kuwait,KWT,Greece,GRC,168,14,0,-,0,0,0
2022,Kuwait,KWT,Indonesia,IDN,5,0,0,-,0,0,0
2022,Kuwait,KWT,Ireland,IRL,44,18,0,-,0,0,0
2022,Kuwait,KWT,"Iran (Islamic Rep. of)",IRN,8,0,0,-,0,0,0
2022,Kuwait,KWT,Iraq,IRQ,0,341,0,-,0,0,0
2022,Kuwait,KWT,Lebanon,LBN,9,0,0,-,0,0,0
2022,Kuwait,KWT,Luxembourg,LUX,6,10,0,-,0,0,0
2022,Kuwait,KWT,"Netherlands (Kingdom of the)",NLD,7,8,0,-,0,0,0
2022,Kuwait,KWT,"New Zealand",NZL,7,0,0,-,0,0,0
2022,Kuwait,KWT,Romania,ROU,5,0,0,-,0,0,0
2022,Kuwait,KWT,Spain,ESP,5,5,0,-,0,0,0
2022,Kuwait,KWT,Sudan,SDN,0,0,0,-,0,0,5
2022,Kuwait,KWT,Sweden,SWE,30,5,0,-,0,0,0
2022,Kuwait,KWT,"United Arab Emirates",ARE,5,0,0,-,0,0,0
2022,Kuwait,KWT,"United States of America",USA,152,870,0,-,0,0,0
2022,"Lao People's Dem. Rep.",LAO,Australia,AUS,5,283,0,-,0,0,0
2022,"Lao People's Dem. Rep.",LAO,Belgium,BEL,9,0,0,-,0,0,0
2022,"Lao People's Dem. Rep.",LAO,France,FRA,6356,0,0,-,0,0,0
2022,"Lao People's Dem. Rep.",LAO,"United Kingdom of Great Britain and Northern Ireland",GBR,5,0,0,-,0,0,0
2022,"Lao People's Dem. Rep.",LAO,Germany,DEU,43,0,0,-,0,0,0
2022,"Lao People's Dem. Rep.",LAO,"Netherlands (Kingdom of the)",NLD,5,0,0,-,0,0,0
2022,"Lao People's Dem. Rep.",LAO,Poland,POL,5,0,0,-,0,0,0
2022,"Lao People's Dem. Rep.",LAO,Spain,ESP,57,0,0,-,0,0,0
2022,"Lao People's Dem. Rep.",LAO,Switzerland,CHE,104,0,0,-,0,0,0
2022,"Lao People's Dem. Rep.",LAO,Thailand,THA,6,5,0,-,0,0,0
2022,"Lao People's Dem. Rep.",LAO,"United States of America",USA,58,188,0,-,0,0,0
2022,Liberia,LBR,Algeria,DZA,0,114,0,-,0,0,0
2022,Liberia,LBR,Angola,AGO,163,476,0,-,0,0,0
2022,Liberia,LBR,Argentina,ARG,42,0,0,-,0,0,0
2022,Liberia,LBR,Australia,AUS,44,20,0,-,0,0,0
2022,Liberia,LBR,Austria,AUT,10,0,0,-,0,0,0
2022,Liberia,LBR,Belgium,BEL,16,40,0,-,0,0,0
2022,Liberia,LBR,Benin,BEN,0,5,0,-,0,0,0
2022,Liberia,LBR,Brazil,BRA,259,27,0,-,0,0,0
2022,Liberia,LBR,Canada,CAN,107,93,0,-,0,0,0
2022,Liberia,LBR,"Central African Rep.",CAF,6,0,0,-,0,0,0
2022,Liberia,LBR,China,CHN,0,6,0,-,0,0,0
2022,Liberia,LBR,Cameroon,CMR,9,5,0,-,0,0,0
2022,Liberia,LBR,"Dem. Rep. of the Congo",COD,5,0,0,-,0,0,0
2022,Liberia,LBR,Colombia,COL,5,0,0,-,0,0,0
2022,Liberia,LBR,Cyprus,CYP,6,363,0,-,0,0,0
2022,Liberia,LBR,Ecuador,ECU,6,0,0,-,0,0,0
2022,Liberia,LBR,Finland,FIN,5,0,0,-,0,0,0
2022,Liberia,LBR,France,FRA,367,42,0,-,0,0,0
2022,Liberia,LBR,Gambia,GMB,15,0,0,-,0,0,0
2022,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,26,32,0,-,0,0,0
2022,Liberia,LBR,Germany,DEU,146,259,0,-,0,0,0
2022,Liberia,LBR,Ghana,GHA,629,0,0,-,0,0,0
2022,Liberia,LBR,Guinea-Bissau,GNB,8,0,0,-,0,0,0
2022,Liberia,LBR,Greece,GRC,6,12,0,-,0,0,0
2022,Liberia,LBR,Guinea,GIN,328,20,0,-,0,0,0
2022,Liberia,LBR,"Cote d'Ivoire",CIV,1079,7,0,-,0,0,27
2022,Liberia,LBR,India,IND,0,5,0,-,0,0,0
2022,Liberia,LBR,Indonesia,IDN,0,7,0,-,0,0,0
2022,Liberia,LBR,Ireland,IRL,7,5,0,-,0,0,0
2022,Liberia,LBR,Israel,ISR,0,5,0,-,0,0,0
2022,Liberia,LBR,Italy,ITA,342,48,0,-,0,0,0
2022,Liberia,LBR,"Rep. of Korea",KOR,12,158,0,-,0,0,0
2022,Liberia,LBR,Libya,LBY,0,5,0,-,0,0,0
2022,Liberia,LBR,Luxembourg,LUX,5,0,0,-,0,0,0
2022,Liberia,LBR,Mauritania,MRT,7,23,0,-,0,0,0
2022,Liberia,LBR,Mexico,MEX,0,5,0,-,0,0,0
2022,Liberia,LBR,Malaysia,MYS,20,9,0,-,0,0,0
2022,Liberia,LBR,Morocco,MAR,0,43,0,-,0,0,0
2022,Liberia,LBR,Malta,MLT,6,5,0,-,0,0,0
2022,Liberia,LBR,"Netherlands (Kingdom of the)",NLD,95,9,0,-,0,0,0
2022,Liberia,LBR,Niger,NER,0,9,0,-,0,0,0
2022,Liberia,LBR,Nigeria,NGA,11,0,0,-,0,0,0
2022,Liberia,LBR,Norway,NOR,5,0,0,-,0,0,0
2022,Liberia,LBR,Panama,PAN,5,0,0,-,0,0,0
2022,Liberia,LBR,Philippines,PHL,5,9,0,-,0,0,0
2022,Liberia,LBR,Portugal,PRT,24,5,0,-,0,0,0
2022,Liberia,LBR,"South Africa",ZAF,43,21,0,-,0,0,0
2022,Liberia,LBR,"Saudi Arabia",SAU,9,0,0,-,0,0,0
2022,Liberia,LBR,Senegal,SEN,0,5,0,-,0,0,0
2022,Liberia,LBR,"Sierra Leone",SLE,0,0,0,-,0,0,314
2022,Liberia,LBR,Spain,ESP,18,35,0,-,0,0,0
2022,Liberia,LBR,Slovakia,SVK,5,0,0,-,0,0,0
2022,Liberia,LBR,Sweden,SWE,11,0,0,-,0,0,0
2022,Liberia,LBR,Switzerland,CHE,37,0,0,-,0,0,0
2022,Liberia,LBR,Togo,TGO,0,6,0,-,0,0,0
2022,Liberia,LBR,Tunisia,TUN,0,67,0,-,0,0,0
2022,Liberia,LBR,"United States of America",USA,1187,1088,0,-,0,0,0
2022,Liberia,LBR,"Venezuela (Bolivarian Republic of)",VEN,9,0,0,-,0,0,0
2022,Liberia,LBR,Zambia,ZMB,6,0,0,-,0,0,0
2022,Libya,LBY,Algeria,DZA,21,16,0,-,0,0,0
2022,Libya,LBY,Egypt,EGY,5,5,0,-,0,0,0
2022,Libya,LBY,Argentina,ARG,5,5,0,-,0,0,0
2022,Libya,LBY,Australia,AUS,1168,41,0,-,0,0,0
2022,Libya,LBY,Austria,AUT,150,71,0,-,0,0,0
2022,Libya,LBY,Azerbaijan,AZE,5,0,0,-,0,0,0
2022,Libya,LBY,Belgium,BEL,77,215,0,-,0,0,0
2022,Libya,LBY,Belarus,BLR,7,0,0,-,0,0,0
2022,Libya,LBY,Brazil,BRA,7,56,0,-,0,0,0
2022,Libya,LBY,Bulgaria,BGR,0,5,0,-,0,0,0
2022,Libya,LBY,Canada,CAN,376,143,0,-,0,0,0
2022,Libya,LBY,Chad,TCD,33,15,0,-,0,0,0
2022,Libya,LBY,Cyprus,CYP,12,0,0,-,0,0,0
2022,Libya,LBY,Czechia,CZE,24,0,0,-,0,0,0
2022,Libya,LBY,Denmark,DNK,0,5,0,-,0,0,0
2022,Libya,LBY,Finland,FIN,32,7,0,-,0,0,0
2022,Libya,LBY,France,FRA,2430,148,0,-,0,0,0
2022,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,4683,1134,0,-,0,0,0
2022,Libya,LBY,Germany,DEU,2442,1161,0,-,0,0,0
2022,Libya,LBY,Ghana,GHA,7,6,0,-,0,0,0
2022,Libya,LBY,Greece,GRC,71,5,0,-,0,0,0
2022,Libya,LBY,Croatia,HRV,5,0,0,-,0,0,0
2022,Libya,LBY,Hungary,HUN,7,0,0,-,0,0,0
2022,Libya,LBY,Iceland,ISL,14,14,0,-,0,0,0
2022,Libya,LBY,India,IND,8,6,0,-,0,0,0
2022,Libya,LBY,Indonesia,IDN,10,5,0,-,0,0,0
2022,Libya,LBY,Ireland,IRL,202,14,0,-,0,0,0
2022,Libya,LBY,Italy,ITA,1204,241,0,-,0,0,0
2022,Libya,LBY,Jordan,JOR,48,105,0,-,0,0,5
2022,Libya,LBY,"Rep. of Korea",KOR,17,77,0,-,0,0,0
2022,Libya,LBY,Libya,LBY,0,0,161613,-,0,0,0
2022,Libya,LBY,Lebanon,LBN,11,16,0,-,0,0,0
2022,Libya,LBY,Luxembourg,LUX,9,25,0,-,0,0,0
2022,Libya,LBY,Mauritania,MRT,8,5,0,-,0,0,0
2022,Libya,LBY,"Rep. of Moldova",MDA,5,0,0,-,0,0,0
2022,Libya,LBY,Malaysia,MYS,14,16,0,-,0,0,0
2022,Libya,LBY,Morocco,MAR,51,8,0,-,0,0,0
2022,Libya,LBY,Malta,MLT,2859,132,0,-,0,0,0
2022,Libya,LBY,"Netherlands (Kingdom of the)",NLD,304,179,0,-,0,0,0
2022,Libya,LBY,Niger,NER,6,0,0,-,0,0,0
2022,Libya,LBY,Nigeria,NGA,5,5,0,-,0,0,0
2022,Libya,LBY,Norway,NOR,54,7,0,-,0,0,0
2022,Libya,LBY,"New Zealand",NZL,20,0,0,-,0,0,0
2022,Libya,LBY,Philippines,PHL,0,5,0,-,0,0,0
2022,Libya,LBY,Poland,POL,30,0,0,-,0,0,0
2022,Libya,LBY,Portugal,PRT,33,0,0,-,0,0,0
2022,Libya,LBY,Romania,ROU,5,0,0,-,0,0,0
2022,Libya,LBY,"Russian Federation",RUS,5,0,0,-,0,0,0
2022,Libya,LBY,Spain,ESP,158,35,0,-,0,0,0
2022,Libya,LBY,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,47,0,0,-,0,0,0
2022,Libya,LBY,Slovakia,SVK,11,5,0,-,0,0,0
2022,Libya,LBY,Slovenia,SVN,0,5,0,-,0,0,0
2022,Libya,LBY,Sweden,SWE,245,40,0,-,0,0,0
2022,Libya,LBY,Switzerland,CHE,307,40,0,-,0,0,0
2022,Libya,LBY,"Syrian Arab Rep.",SYR,10,5,0,-,0,0,0
2022,Libya,LBY,Tunisia,TUN,86,134,0,-,0,0,23
2022,Libya,LBY,Ukraine,UKR,10,0,0,-,0,0,0
2022,Libya,LBY,Uruguay,URY,5,0,0,-,0,0,0
2022,Libya,LBY,"United States of America",USA,438,1914,0,-,0,0,0
2022,Libya,LBY,"Venezuela (Bolivarian Republic of)",VEN,5,0,0,-,0,0,0
2022,"Saint Lucia",LCA,Canada,CAN,49,27,0,-,0,0,0
2022,"Saint Lucia",LCA,France,FRA,10,8,0,-,0,0,0
2022,"Saint Lucia",LCA,"United Kingdom of Great Britain and Northern Ireland",GBR,30,64,0,-,0,0,0
2022,"Saint Lucia",LCA,Mexico,MEX,0,5,0,-,0,0,0
2022,"Saint Lucia",LCA,"United States of America",USA,5,18,0,-,0,0,0
2022,Lebanon,LBN,Algeria,DZA,0,9,0,-,0,0,0
2022,Lebanon,LBN,Egypt,EGY,0,5,0,-,0,0,0
2022,Lebanon,LBN,Armenia,ARM,26,0,0,-,0,0,0
2022,Lebanon,LBN,Australia,AUS,483,1062,0,-,0,0,0
2022,Lebanon,LBN,Austria,AUT,127,146,0,-,0,0,0
2022,Lebanon,LBN,Belgium,BEL,139,195,0,-,0,0,0
2022,Lebanon,LBN,Belarus,BLR,5,0,0,-,0,0,0
2022,Lebanon,LBN,Brazil,BRA,413,1808,0,-,0,0,0
2022,Lebanon,LBN,Bulgaria,BGR,22,8,0,-,0,0,0
2022,Lebanon,LBN,Canada,CAN,689,879,0,-,0,0,0
2022,Lebanon,LBN,"Costa Rica",CRI,0,5,0,-,0,0,0
2022,Lebanon,LBN,Cyprus,CYP,63,85,0,-,0,0,0
2022,Lebanon,LBN,Czechia,CZE,5,0,0,-,0,0,0
2022,Lebanon,LBN,Denmark,DNK,29,8,0,-,0,0,0
2022,Lebanon,LBN,Ecuador,ECU,19,12,0,-,0,0,0
2022,Lebanon,LBN,Ethiopia,ETH,0,18,0,-,0,0,0
2022,Lebanon,LBN,Finland,FIN,12,5,0,-,0,0,0
2022,Lebanon,LBN,France,FRA,399,128,0,-,0,0,0
2022,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,233,208,0,-,0,0,0
2022,Lebanon,LBN,Georgia,GEO,11,35,0,-,0,0,0
2022,Lebanon,LBN,Germany,DEU,2401,2411,0,-,0,0,0
2022,Lebanon,LBN,Ghana,GHA,10,0,0,-,0,0,0
2022,Lebanon,LBN,Greece,GRC,104,57,0,-,0,0,0
2022,Lebanon,LBN,Hungary,HUN,5,0,0,-,0,0,0
2022,Lebanon,LBN,Iceland,ISL,0,5,0,-,0,0,0
2022,Lebanon,LBN,"Cote d'Ivoire",CIV,5,0,0,-,0,0,0
2022,Lebanon,LBN,Ireland,IRL,10,22,0,-,0,0,0
2022,Lebanon,LBN,Iraq,IRQ,0,45,0,-,0,0,0
2022,Lebanon,LBN,Italy,ITA,6,130,0,-,0,0,0
2022,Lebanon,LBN,Jordan,JOR,5,95,0,-,0,0,15
2022,Lebanon,LBN,Lebanon,LBN,0,0,0,-,0,0,18641
2022,Lebanon,LBN,Luxembourg,LUX,8,10,0,-,0,0,0
2022,Lebanon,LBN,Latvia,LVA,5,0,0,-,0,0,0
2022,Lebanon,LBN,Mauritania,MRT,0,57,0,-,0,0,0
2022,Lebanon,LBN,"Rep. of Moldova",MDA,12,5,0,-,0,0,0
2022,Lebanon,LBN,Mexico,MEX,0,19,0,-,0,0,0
2022,Lebanon,LBN,Malaysia,MYS,5,0,0,-,0,0,0
2022,Lebanon,LBN,Morocco,MAR,5,41,0,-,0,0,0
2022,Lebanon,LBN,Malta,MLT,0,5,0,-,0,0,0
2022,Lebanon,LBN,"Netherlands (Kingdom of the)",NLD,288,81,0,-,0,0,0
2022,Lebanon,LBN,Nigeria,NGA,13,49,0,-,0,0,0
2022,Lebanon,LBN,Norway,NOR,25,5,0,-,0,0,0
2022,Lebanon,LBN,Paraguay,PRY,0,6,0,-,0,0,0
2022,Lebanon,LBN,Philippines,PHL,5,17,0,-,0,0,0
2022,Lebanon,LBN,Poland,POL,25,11,0,-,0,0,0
2022,Lebanon,LBN,Portugal,PRT,16,0,0,-,0,0,0
2022,Lebanon,LBN,Romania,ROU,23,5,0,-,0,0,0
2022,Lebanon,LBN,"Russian Federation",RUS,5,0,0,-,0,0,0
2022,Lebanon,LBN,Somalia,SOM,0,5,0,-,0,0,0
2022,Lebanon,LBN,Spain,ESP,54,25,0,-,0,0,0
2022,Lebanon,LBN,Sweden,SWE,518,233,0,-,0,0,0
2022,Lebanon,LBN,Switzerland,CHE,62,53,0,-,0,0,0
2022,Lebanon,LBN,"Syrian Arab Rep.",SYR,25,18,0,-,0,0,0
2022,Lebanon,LBN,"United Rep. of Tanzania",TZA,5,0,0,-,0,0,0
2022,Lebanon,LBN,Thailand,THA,0,5,0,-,0,0,0
2022,Lebanon,LBN,Togo,TGO,12,24,0,-,0,0,0
2022,Lebanon,LBN,Tunisia,TUN,6,17,0,-,0,0,0
2022,Lebanon,LBN,"United Arab Emirates",ARE,16,10,0,-,0,0,15
2022,Lebanon,LBN,Ukraine,UKR,11,0,0,-,0,0,0
2022,Lebanon,LBN,"United States of America",USA,417,2202,0,-,0,0,0
2022,Lebanon,LBN,"Venezuela (Bolivarian Republic of)",VEN,12,0,0,-,0,0,0
2022,Lebanon,LBN,Yemen,YEM,0,5,0,-,0,0,0
2022,Lesotho,LSO,Brazil,BRA,0,5,0,-,0,0,0
2022,Lesotho,LSO,Ireland,IRL,5,7,0,-,0,0,0
2022,Lesotho,LSO,Israel,ISR,0,7,0,-,0,0,0
2022,Lesotho,LSO,Lesotho,LSO,0,0,0,-,0,0,6
2022,Lesotho,LSO,"South Africa",ZAF,0,5,0,-,0,0,0
2022,Lesotho,LSO,"United States of America",USA,7,0,0,-,0,0,0
2022,Liechtenstein,LIE,Italy,ITA,5,5,0,-,0,0,0
2022,"Sri Lanka",LKA,Argentina,ARG,36,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Australia,AUS,3764,3546,0,-,0,0,0
2022,"Sri Lanka",LKA,Austria,AUT,77,27,0,-,0,0,0
2022,"Sri Lanka",LKA,Belgium,BEL,198,55,0,-,0,0,0
2022,"Sri Lanka",LKA,Benin,BEN,5,5,0,-,0,0,0
2022,"Sri Lanka",LKA,Brazil,BRA,19,59,0,-,0,0,0
2022,"Sri Lanka",LKA,Canada,CAN,1471,1326,0,-,0,0,0
2022,"Sri Lanka",LKA,Chile,CHL,5,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Cyprus,CYP,32,284,0,-,0,0,0
2022,"Sri Lanka",LKA,Czechia,CZE,7,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Denmark,DNK,33,6,0,-,0,0,0
2022,"Sri Lanka",LKA,"Dominican Rep.",DOM,0,5,0,-,0,0,0
2022,"Sri Lanka",LKA,Ecuador,ECU,18,5,0,-,0,0,0
2022,"Sri Lanka",LKA,Estonia,EST,5,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Finland,FIN,30,69,0,-,0,0,0
2022,"Sri Lanka",LKA,France,FRA,33721,1432,0,-,0,0,0
2022,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,4159,2222,0,-,0,0,0
2022,"Sri Lanka",LKA,Germany,DEU,3232,392,0,-,0,0,0
2022,"Sri Lanka",LKA,Greece,GRC,55,20,0,-,0,0,0
2022,"Sri Lanka",LKA,Guinea,GIN,10,0,0,-,0,0,0
2022,"Sri Lanka",LKA,"China, Hong Kong SAR",HKG,21,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Hungary,HUN,11,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Iceland,ISL,5,0,0,-,0,0,0
2022,"Sri Lanka",LKA,India,IND,92072,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Indonesia,IDN,402,33,0,-,0,0,0
2022,"Sri Lanka",LKA,Ireland,IRL,18,10,0,-,0,0,0
2022,"Sri Lanka",LKA,Israel,ISR,0,911,0,-,0,0,0
2022,"Sri Lanka",LKA,Italy,ITA,349,454,0,-,0,0,0
2022,"Sri Lanka",LKA,Jordan,JOR,9,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Japan,JPN,59,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Kenya,KEN,9,0,0,-,0,0,0
2022,"Sri Lanka",LKA,"Rep. of Korea",KOR,0,217,0,-,0,0,0
2022,"Sri Lanka",LKA,Kuwait,KWT,0,6,0,-,0,0,0
2022,"Sri Lanka",LKA,Lebanon,LBN,0,39,0,-,0,0,6
2022,"Sri Lanka",LKA,"Sri Lanka",LKA,0,0,8540,-,0,0,0
2022,"Sri Lanka",LKA,Lithuania,LTU,10,5,0,-,0,0,0
2022,"Sri Lanka",LKA,Luxembourg,LUX,5,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Latvia,LVA,5,5,0,-,0,0,0
2022,"Sri Lanka",LKA,Mexico,MEX,20,33,0,-,0,0,0
2022,"Sri Lanka",LKA,Malaysia,MYS,739,768,0,-,0,0,0
2022,"Sri Lanka",LKA,Malta,MLT,7,5,0,-,0,0,0
2022,"Sri Lanka",LKA,Nepal,NPL,15,6,0,-,0,0,0
2022,"Sri Lanka",LKA,"Netherlands (Kingdom of the)",NLD,241,53,0,-,0,0,0
2022,"Sri Lanka",LKA,Norway,NOR,42,5,0,-,0,0,0
2022,"Sri Lanka",LKA,Nauru,NRU,11,0,0,-,0,0,0
2022,"Sri Lanka",LKA,"New Zealand",NZL,42,50,0,-,0,0,0
2022,"Sri Lanka",LKA,Pakistan,PAK,0,11,0,-,0,0,0
2022,"Sri Lanka",LKA,Panama,PAN,0,7,0,-,0,0,0
2022,"Sri Lanka",LKA,Peru,PER,0,7,0,-,0,0,0
2022,"Sri Lanka",LKA,Philippines,PHL,19,0,0,-,0,0,0
2022,"Sri Lanka",LKA,"Papua New Guinea",PNG,0,5,0,-,0,0,0
2022,"Sri Lanka",LKA,Poland,POL,11,27,0,-,0,0,0
2022,"Sri Lanka",LKA,Portugal,PRT,35,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Romania,ROU,5,53,0,-,0,0,0
2022,"Sri Lanka",LKA,"South Africa",ZAF,9,7,0,-,0,0,0
2022,"Sri Lanka",LKA,Spain,ESP,67,20,0,-,0,0,0
2022,"Sri Lanka",LKA,Slovakia,SVK,0,5,0,-,0,0,0
2022,"Sri Lanka",LKA,Slovenia,SVN,0,5,0,-,0,0,0
2022,"Sri Lanka",LKA,Sweden,SWE,26,32,0,-,0,0,0
2022,"Sri Lanka",LKA,Switzerland,CHE,5944,500,0,-,0,0,0
2022,"Sri Lanka",LKA,"Syrian Arab Rep.",SYR,0,5,0,-,0,0,0
2022,"Sri Lanka",LKA,"Turks and Caicos Islands",TCA,7,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Thailand,THA,100,15,0,-,0,0,0
2022,"Sri Lanka",LKA,Togo,TGO,0,5,0,-,0,0,0
2022,"Sri Lanka",LKA,"Trinidad and Tobago",TTO,5,0,0,-,0,0,0
2022,"Sri Lanka",LKA,Ukraine,UKR,8,24,0,-,0,0,0
2022,"Sri Lanka",LKA,"United States of America",USA,939,2388,0,-,0,0,0
2022,Lithuania,LTU,Belgium,BEL,5,0,0,-,0,0,0
2022,Lithuania,LTU,Brazil,BRA,0,6,0,-,0,0,0
2022,Lithuania,LTU,Canada,CAN,0,10,0,-,0,0,0
2022,Lithuania,LTU,Denmark,DNK,0,5,0,-,0,0,0
2022,Lithuania,LTU,Finland,FIN,0,5,0,-,0,0,0
2022,Lithuania,LTU,"United Kingdom of Great Britain and Northern Ireland",GBR,0,14,0,-,0,0,0
2022,Lithuania,LTU,Germany,DEU,18,0,0,-,0,0,0
2022,Lithuania,LTU,"Rep. of Moldova",MDA,26,0,0,-,0,0,0
2022,Lithuania,LTU,Norway,NOR,5,0,0,-,0,0,0
2022,Lithuania,LTU,"Russian Federation",RUS,8,0,0,-,0,0,0
2022,Lithuania,LTU,Sweden,SWE,0,7,0,-,0,0,0
2022,Lithuania,LTU,"United States of America",USA,15,81,0,-,0,0,0
2022,Luxembourg,LUX,Germany,DEU,5,0,0,-,0,0,0
2022,Latvia,LVA,Belarus,BLR,0,13,0,-,0,0,0
2022,Latvia,LVA,Brazil,BRA,0,5,0,-,0,0,0
2022,Latvia,LVA,Canada,CAN,10,5,0,-,0,0,0
2022,Latvia,LVA,"Costa Rica",CRI,0,5,0,-,0,0,0
2022,Latvia,LVA,France,FRA,38,0,0,-,0,0,0
2022,Latvia,LVA,"United Kingdom of Great Britain and Northern Ireland",GBR,0,5,0,-,0,0,0
2022,Latvia,LVA,Germany,DEU,9,0,0,-,0,0,0
2022,Latvia,LVA,"Rep. of Moldova",MDA,14,0,0,-,0,0,0
2022,Latvia,LVA,"Russian Federation",RUS,15,0,0,-,0,0,0
2022,Latvia,LVA,Spain,ESP,10,0,0,-,0,0,0
