Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","21/11/2023 14:29 UTC"
"Last updated:","24 October 2023"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=seKzS9
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,2022
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Other people in need of international protection","Stateless persons","Host Community","Others of concern"
2022,Cameroon,CMR,Hungary,HUN,43,0,0,-,0,0,0
2022,Cameroon,CMR,Iceland,ISL,5,0,0,-,0,0,0
2022,Cameroon,CMR,"Cote d'Ivoire",CIV,16,20,0,-,0,0,0
2022,Cameroon,CMR,India,IND,31,250,0,-,0,0,0
2022,Cameroon,CMR,Indonesia,IDN,0,19,0,-,0,0,0
2022,Cameroon,CMR,Ireland,IRL,110,30,0,-,0,0,0
2022,Cameroon,CMR,Israel,ISR,0,55,0,-,0,0,0
2022,Cameroon,CMR,Italy,ITA,1752,622,0,-,0,0,0
2022,Cameroon,CMR,Japan,JPN,26,0,0,-,0,0,0
2022,Cameroon,CMR,Kenya,KEN,0,59,0,-,0,0,0
2022,Cameroon,CMR,"Rep. of Korea",KOR,23,163,0,-,0,0,0
2022,Cameroon,CMR,Liberia,LBR,6,0,0,-,0,0,0
2022,Cameroon,CMR,Libya,LBY,0,5,0,-,0,0,0
2022,Cameroon,CMR,Lebanon,LBN,10,7,0,-,0,0,0
2022,Cameroon,CMR,Lesotho,LSO,5,16,0,-,0,0,0
2022,Cameroon,CMR,Lithuania,LTU,6,6,0,-,0,0,0
2022,Cameroon,CMR,Luxembourg,LUX,39,35,0,-,0,0,0
2022,Cameroon,CMR,Mauritania,MRT,19,167,0,-,0,0,0
2022,Cameroon,CMR,"Rep. of Moldova",MDA,0,5,0,-,0,0,0
2022,Cameroon,CMR,Mexico,MEX,32,573,0,-,0,0,0
2022,Cameroon,CMR,Mali,MLI,6,12,0,-,0,0,0
2022,Cameroon,CMR,Malaysia,MYS,12,18,0,-,0,0,0
2022,Cameroon,CMR,Morocco,MAR,174,605,0,-,0,0,0
2022,Cameroon,CMR,Malta,MLT,10,21,0,-,0,0,0
2022,Cameroon,CMR,Namibia,NAM,26,24,0,-,0,0,0
2022,Cameroon,CMR,"Netherlands (Kingdom of the)",NLD,100,27,0,-,0,0,0
2022,Cameroon,CMR,Niger,NER,19,206,0,-,0,0,0
2022,Cameroon,CMR,Nigeria,NGA,86731,279,0,-,0,0,0
2022,Cameroon,CMR,Norway,NOR,17,0,0,-,0,0,0
2022,Cameroon,CMR,"New Zealand",NZL,5,0,0,-,0,0,0
2022,Cameroon,CMR,Panama,PAN,10,5,0,-,0,0,0
2022,Cameroon,CMR,Paraguay,PRY,0,5,0,-,0,0,0
2022,Cameroon,CMR,Peru,PER,20,0,0,-,0,0,0
2022,Cameroon,CMR,Philippines,PHL,39,100,0,-,0,0,0
2022,Cameroon,CMR,Poland,POL,7,26,0,-,0,0,0
2022,Cameroon,CMR,Portugal,PRT,233,15,0,-,0,0,0
2022,Cameroon,CMR,Romania,ROU,26,8,0,-,0,0,0
2022,Cameroon,CMR,"South Africa",ZAF,282,764,0,-,0,0,0
2022,Cameroon,CMR,Rwanda,RWA,0,7,0,-,0,0,0
2022,Cameroon,CMR,Somalia,SOM,5,0,0,-,0,0,0
2022,Cameroon,CMR,Spain,ESP,157,450,0,-,0,0,0
2022,Cameroon,CMR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,5,0,0,-,0,0,0
2022,Cameroon,CMR,"South Sudan",SSD,5,0,0,-,0,0,0
2022,Cameroon,CMR,Sudan,SDN,7,0,0,-,0,0,0
2022,Cameroon,CMR,Slovakia,SVK,10,0,0,-,0,0,0
2022,Cameroon,CMR,Slovenia,SVN,10,6,0,-,0,0,0
2022,Cameroon,CMR,Eswatini,SWZ,5,16,0,-,0,0,0
2022,Cameroon,CMR,Sweden,SWE,234,105,0,-,0,0,0
2022,Cameroon,CMR,Switzerland,CHE,251,48,0,-,0,0,0
2022,Cameroon,CMR,Thailand,THA,60,19,0,-,0,0,0
2022,Cameroon,CMR,Togo,TGO,9,25,0,-,0,0,0
2022,Cameroon,CMR,"Trinidad and Tobago",TTO,6,6,0,-,0,0,0
2022,Cameroon,CMR,Tunisia,TUN,53,483,0,-,0,0,0
2022,Cameroon,CMR,Uganda,UGA,5,8,0,-,0,0,0
2022,Cameroon,CMR,Ukraine,UKR,5,9,0,-,0,0,0
2022,Cameroon,CMR,Uruguay,URY,13,5,0,-,0,0,0
2022,Cameroon,CMR,"United States of America",USA,5214,5885,0,-,0,0,0
2022,Cameroon,CMR,Zambia,ZMB,18,7,0,-,0,0,0
2022,Cameroon,CMR,Zimbabwe,ZWE,0,11,0,-,0,0,0
2022,Congo,COG,Algeria,DZA,0,10,0,-,0,0,0
2022,Congo,COG,Angola,AGO,65,58,0,-,0,0,0
2022,Congo,COG,Egypt,EGY,11,20,0,-,0,0,0
2022,Congo,COG,Armenia,ARM,5,0,0,-,0,0,0
2022,Congo,COG,Australia,AUS,37,15,0,-,0,0,0
2022,Congo,COG,Austria,AUT,78,12,0,-,0,0,0
2022,Congo,COG,Belgium,BEL,30,45,0,-,0,0,0
2022,Congo,COG,Benin,BEN,0,12,0,-,0,0,0
2022,Congo,COG,"Burkina Faso",BFA,15,0,0,-,0,0,0
2022,Congo,COG,Brazil,BRA,19,135,0,-,0,0,0
2022,Congo,COG,"Bosnia and Herzegovina",BIH,0,0,0,-,0,0,17
2022,Congo,COG,Bulgaria,BGR,9,0,0,-,0,0,0
2022,Congo,COG,Canada,CAN,131,315,0,-,0,0,0
2022,Congo,COG,"Central African Rep.",CAF,15,9,0,-,0,0,0
2022,Congo,COG,Chad,TCD,11,5,0,-,0,0,0
2022,Congo,COG,China,CHN,0,5,0,-,0,0,0
2022,Congo,COG,Chile,CHL,8,5,0,-,0,0,0
2022,Congo,COG,Cameroon,CMR,44,19,0,-,0,0,0
2022,Congo,COG,Congo,COG,0,0,26875,-,0,0,70
2022,Congo,COG,"Dem. Rep. of the Congo",COD,642,15,0,-,0,0,0
2022,Congo,COG,"Costa Rica",CRI,0,57,0,-,0,0,0
2022,Congo,COG,Cyprus,CYP,12,210,0,-,0,0,0
2022,Congo,COG,Ecuador,ECU,7,5,0,-,0,0,0
2022,Congo,COG,Finland,FIN,6,5,0,-,0,0,0
2022,Congo,COG,France,FRA,5807,856,0,-,0,0,0
2022,Congo,COG,Gabon,GAB,59,0,0,-,0,0,0
2022,Congo,COG,Gambia,GMB,5,0,0,-,0,0,0
2022,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,88,94,0,-,0,0,0
2022,Congo,COG,Germany,DEU,251,65,0,-,0,0,0
2022,Congo,COG,Ghana,GHA,8,5,0,-,0,0,0
2022,Congo,COG,Greece,GRC,177,45,0,-,0,0,0
2022,Congo,COG,Guatemala,GTM,0,5,0,-,0,0,0
2022,Congo,COG,Guinea,GIN,11,0,0,-,0,0,0
2022,Congo,COG,Croatia,HRV,6,0,0,-,0,0,0
2022,Congo,COG,Hungary,HUN,12,0,0,-,0,0,0
2022,Congo,COG,"Cote d'Ivoire",CIV,75,13,0,-,0,0,5
2022,Congo,COG,India,IND,11,30,0,-,0,0,0
2022,Congo,COG,Ireland,IRL,13,5,0,-,0,0,0
2022,Congo,COG,Israel,ISR,0,24,0,-,0,0,0
2022,Congo,COG,Italy,ITA,296,61,0,-,0,0,0
2022,Congo,COG,Kenya,KEN,53,68,0,-,0,0,0
2022,Congo,COG,Libya,LBY,0,5,0,-,0,0,0
2022,Congo,COG,Lesotho,LSO,0,7,0,-,0,0,0
2022,Congo,COG,Mauritania,MRT,7,23,0,-,0,0,0
2022,Congo,COG,"North Macedonia",MKD,5,0,0,-,0,0,0
2022,Congo,COG,Mexico,MEX,27,122,0,-,0,0,0
2022,Congo,COG,Mali,MLI,33,16,0,-,0,0,0
2022,Congo,COG,Morocco,MAR,16,77,0,-,0,0,0
2022,Congo,COG,Mozambique,MOZ,15,31,0,-,0,0,0
2022,Congo,COG,Namibia,NAM,5,10,0,-,0,0,6
2022,Congo,COG,"Netherlands (Kingdom of the)",NLD,215,30,0,-,0,0,0
2022,Congo,COG,Niger,NER,5,0,0,-,0,0,0
2022,Congo,COG,Nigeria,NGA,5,5,0,-,0,0,0
2022,Congo,COG,Norway,NOR,5,0,0,-,0,0,0
2022,Congo,COG,Peru,PER,0,9,0,-,0,0,0
2022,Congo,COG,Philippines,PHL,7,17,0,-,0,0,0
2022,Congo,COG,Poland,POL,11,5,0,-,0,0,0
2022,Congo,COG,Portugal,PRT,50,5,0,-,0,0,0
2022,Congo,COG,Romania,ROU,5,0,0,-,0,0,0
2022,Congo,COG,"South Africa",ZAF,3654,5007,0,-,0,0,0
2022,Congo,COG,Senegal,SEN,0,9,0,-,0,0,0
2022,Congo,COG,Spain,ESP,73,45,0,-,0,0,0
2022,Congo,COG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,5,0,-,0,0,0
2022,Congo,COG,Sudan,SDN,17,5,0,-,0,0,0
2022,Congo,COG,Eswatini,SWZ,16,25,0,-,0,0,0
2022,Congo,COG,Sweden,SWE,32,26,0,-,0,0,0
2022,Congo,COG,Switzerland,CHE,42,13,0,-,0,0,0
2022,Congo,COG,Togo,TGO,32,44,0,-,0,0,0
2022,Congo,COG,Tunisia,TUN,0,7,0,-,0,0,0
2022,Congo,COG,Uganda,UGA,36,0,0,-,0,0,0
2022,Congo,COG,Ukraine,UKR,27,6,0,-,0,0,0
2022,Congo,COG,Uruguay,URY,5,0,0,-,0,0,0
2022,Congo,COG,"United States of America",USA,944,1793,0,-,0,0,0
2022,Congo,COG,"Venezuela (Bolivarian Republic of)",VEN,5,0,0,-,0,0,0
2022,Congo,COG,Zambia,ZMB,0,5,0,-,0,0,0
2022,Congo,COG,Zimbabwe,ZWE,20,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Algeria,DZA,79,124,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Angola,AGO,22641,500,0,-,0,0,14
2022,"Dem. Rep. of the Congo",COD,Egypt,EGY,48,16,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Argentina,ARG,26,29,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Australia,AUS,59,50,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Austria,AUT,325,67,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Burundi,BDI,83887,3620,0,-,0,0,99
2022,"Dem. Rep. of the Congo",COD,Belgium,BEL,1451,1235,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Benin,BEN,34,57,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"Burkina Faso",BFA,19,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Botswana,BWA,294,97,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Brazil,BRA,1696,2381,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Bulgaria,BGR,0,5,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Canada,CAN,1213,2153,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"Central African Rep.",CAF,6365,254,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Chad,TCD,264,31,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,China,CHN,19,6,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Chile,CHL,5,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Cameroon,CMR,455,171,0,-,0,0,5
2022,"Dem. Rep. of the Congo",COD,Congo,COG,12191,14634,0,-,0,0,1658
2022,"Dem. Rep. of the Congo",COD,"Dem. Rep. of the Congo",COD,0,0,5541021,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Comoros,COM,12,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"Costa Rica",CRI,12,65,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Cyprus,CYP,51,4682,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Czechia,CZE,5,5,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Denmark,DNK,57,18,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Djibouti,DJI,5,15,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Ecuador,ECU,8,5,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Ethiopia,ETH,848,209,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Finland,FIN,88,37,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,France,FRA,32763,3537,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Gabon,GAB,67,27,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Gambia,GMB,49,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,856,287,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Georgia,GEO,5,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Germany,DEU,1371,696,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Ghana,GHA,69,17,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Greece,GRC,2733,1094,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Guinea,GIN,54,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"China, Hong Kong SAR",HKG,8,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Croatia,HRV,7,18,0,-,0,0,5
2022,"Dem. Rep. of the Congo",COD,Hungary,HUN,24,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Iceland,ISL,5,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"Cote d'Ivoire",CIV,123,17,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,India,IND,76,150,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Indonesia,IDN,10,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Ireland,IRL,427,215,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Israel,ISR,0,215,0,-,0,0,208
2022,"Dem. Rep. of the Congo",COD,Italy,ITA,703,69,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Japan,JPN,25,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Kenya,KEN,33005,20975,0,-,0,0,12
2022,"Dem. Rep. of the Congo",COD,"Rep. of Korea",KOR,67,34,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Liberia,LBR,33,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Lebanon,LBN,5,11,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Lesotho,LSO,188,170,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Luxembourg,LUX,47,20,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Madagascar,MDG,5,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Mauritania,MRT,33,29,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Mexico,MEX,75,681,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Mali,MLI,280,42,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Malaysia,MYS,9,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Malawi,MWI,25454,9552,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Morocco,MAR,183,203,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Mozambique,MOZ,3068,8594,0,-,0,0,309
2022,"Dem. Rep. of the Congo",COD,Malta,MLT,5,7,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Namibia,NAM,4051,2232,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"Netherlands (Kingdom of the)",NLD,780,33,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Niger,NER,48,38,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Nigeria,NGA,667,97,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Norway,NOR,361,17,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"New Zealand",NZL,5,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Panama,PAN,5,5,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Peru,PER,8,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Philippines,PHL,14,26,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Poland,POL,0,22,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Portugal,PRT,157,20,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Romania,ROU,16,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"South Africa",ZAF,19777,22390,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"Russian Federation",RUS,11,5,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Rwanda,RWA,71966,154,0,-,0,0,3884
2022,"Dem. Rep. of the Congo",COD,Senegal,SEN,5,15,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Spain,ESP,174,95,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,7,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"South Sudan",SSD,10111,5,0,-,0,0,213
2022,"Dem. Rep. of the Congo",COD,Sudan,SDN,437,330,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Slovakia,SVK,16,0,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Slovenia,SVN,10,5,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Eswatini,SWZ,510,205,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Sweden,SWE,829,75,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Switzerland,CHE,1136,169,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"United Rep. of Tanzania",TZA,50632,19592,0,-,0,0,9819
2022,"Dem. Rep. of the Congo",COD,Thailand,THA,18,5,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Togo,TGO,108,91,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Tunisia,TUN,0,125,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Uganda,UGA,476222,3142,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Ukraine,UKR,12,5,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,"United States of America",USA,1555,4275,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Yemen,YEM,0,6,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Zambia,ZMB,50131,1931,0,-,0,0,0
2022,"Dem. Rep. of the Congo",COD,Zimbabwe,ZWE,8919,2856,0,-,0,0,587
2022,Comoros,COM,Canada,CAN,5,0,0,-,0,0,0
2022,Comoros,COM,Cyprus,CYP,0,9,0,-,0,0,0
2022,Comoros,COM,France,FRA,1872,682,0,-,0,0,0
2022,Comoros,COM,Germany,DEU,0,5,0,-,0,0,0
2022,Comoros,COM,Greece,GRC,8,47,0,-,0,0,0
2022,Comoros,COM,Italy,ITA,0,5,0,-,0,0,0
2022,Comoros,COM,Jordan,JOR,0,5,0,-,0,0,0
2022,Comoros,COM,Malta,MLT,0,5,0,-,0,0,0
2022,Comoros,COM,Portugal,PRT,5,0,0,-,0,0,0
2022,Comoros,COM,"South Africa",ZAF,0,9,0,-,0,0,0
2022,Comoros,COM,Senegal,SEN,0,10,0,-,0,0,0
2022,Comoros,COM,Spain,ESP,0,5,0,-,0,0,0
2022,Comoros,COM,Sweden,SWE,5,0,0,-,0,0,0
2022,Comoros,COM,Tunisia,TUN,0,5,0,-,0,0,0
2022,Comoros,COM,"United States of America",USA,5,5,0,-,0,0,0
2022,Colombia,COL,Argentina,ARG,562,294,0,-,0,0,0
2022,Colombia,COL,Australia,AUS,85,358,0,-,0,0,0
2022,Colombia,COL,Austria,AUT,5,28,0,-,0,0,0
2022,Colombia,COL,Belgium,BEL,160,570,0,-,0,0,0
2022,Colombia,COL,"Bolivia (Plurinational State of)",BOL,200,47,0,-,0,0,0
2022,Colombia,COL,Brazil,BRA,1318,2366,0,-,0,0,0
2022,Colombia,COL,Canada,CAN,4351,8946,0,-,0,0,0
2022,Colombia,COL,Chile,CHL,1235,2554,0,-,0,0,0
2022,Colombia,COL,Colombia,COL,0,0,6834492,-,0,1102358,516000
2022,Colombia,COL,"Costa Rica",CRI,2304,2555,0,-,0,0,0
2022,Colombia,COL,Cyprus,CYP,0,5,0,-,0,0,0
2022,Colombia,COL,Czechia,CZE,5,0,0,-,0,0,0
2022,Colombia,COL,Denmark,DNK,5,29,0,-,0,0,0
2022,Colombia,COL,"Dominican Rep.",DOM,0,12,0,-,0,0,0
2022,Colombia,COL,Ecuador,ECU,57160,3964,0,-,0,0,0
2022,Colombia,COL,Finland,FIN,6,47,0,-,0,0,0
2022,Colombia,COL,France,FRA,1427,863,0,-,0,0,0
2022,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,15,144,0,-,0,0,0
2022,Colombia,COL,Germany,DEU,132,1766,0,-,0,0,0
2022,Colombia,COL,Guatemala,GTM,10,27,0,-,0,0,0
2022,Colombia,COL,Honduras,HND,5,0,0,-,0,0,2476
2022,Colombia,COL,Iceland,ISL,0,30,0,-,0,0,0
2022,Colombia,COL,Israel,ISR,0,129,0,-,0,0,0
2022,Colombia,COL,Italy,ITA,1094,1549,0,-,0,0,0
2022,Colombia,COL,Luxembourg,LUX,0,35,0,-,0,0,0
2022,Colombia,COL,Mexico,MEX,616,3385,0,-,0,0,38426
2022,Colombia,COL,Malta,MLT,0,15,0,-,0,0,0
2022,Colombia,COL,"Netherlands (Kingdom of the)",NLD,290,469,0,-,0,0,0
2022,Colombia,COL,Nicaragua,NIC,6,0,0,-,0,0,0
2022,Colombia,COL,Norway,NOR,49,131,0,-,0,0,0
2022,Colombia,COL,"New Zealand",NZL,33,5,0,-,0,0,0
2022,Colombia,COL,Panama,PAN,1654,832,0,-,0,0,0
2022,Colombia,COL,Paraguay,PRY,18,267,0,-,0,0,0
2022,Colombia,COL,Peru,PER,734,1783,0,-,0,0,4977
2022,Colombia,COL,Poland,POL,5,0,0,-,0,0,0
2022,Colombia,COL,Portugal,PRT,21,69,0,-,0,0,0
2022,Colombia,COL,"El Salvador",SLV,16,8,0,-,0,0,0
2022,Colombia,COL,Spain,ESP,2785,40345,0,-,0,0,0
2022,Colombia,COL,Suriname,SUR,0,6,0,-,0,0,0
2022,Colombia,COL,Sweden,SWE,40,373,0,-,0,0,0
2022,Colombia,COL,Switzerland,CHE,323,153,0,-,0,0,0
2022,Colombia,COL,"Trinidad and Tobago",TTO,8,57,0,-,0,0,0
2022,Colombia,COL,Uruguay,URY,170,130,0,-,0,0,0
2022,Colombia,COL,"United States of America",USA,2984,68819,0,-,0,0,0
2022,Colombia,COL,"Venezuela (Bolivarian Republic of)",VEN,29181,1045,0,-,0,0,0
2022,"Costa Rica",CRI,Argentina,ARG,5,0,0,-,0,0,0
2022,"Costa Rica",CRI,Brazil,BRA,5,14,0,-,0,0,0
2022,"Costa Rica",CRI,Canada,CAN,23,61,0,-,0,0,0
2022,"Costa Rica",CRI,Chile,CHL,5,0,0,-,0,0,0
2022,"Costa Rica",CRI,"Costa Rica",CRI,0,0,0,-,0,3051,0
2022,"Costa Rica",CRI,"United Kingdom of Great Britain and Northern Ireland",GBR,0,13,0,-,0,0,0
2022,"Costa Rica",CRI,Germany,DEU,0,5,0,-,0,0,0
2022,"Costa Rica",CRI,Italy,ITA,0,19,0,-,0,0,0
2022,"Costa Rica",CRI,Mexico,MEX,44,177,0,-,0,0,0
2022,"Costa Rica",CRI,Peru,PER,0,5,0,-,0,0,0
2022,"Costa Rica",CRI,Poland,POL,5,0,0,-,0,0,0
2022,"Costa Rica",CRI,Spain,ESP,5,85,0,-,0,0,0
2022,"Costa Rica",CRI,"United States of America",USA,183,900,0,-,0,0,0
2022,Cuba,CUB,Argentina,ARG,262,829,0,-,0,0,0
2022,Cuba,CUB,Armenia,ARM,5,17,0,-,0,0,0
2022,Cuba,CUB,Australia,AUS,0,9,0,-,0,0,0
2022,Cuba,CUB,Austria,AUT,15,14,0,-,0,0,0
2022,Cuba,CUB,Belgium,BEL,10,25,0,-,0,0,0
2022,Cuba,CUB,Bahamas,BHS,0,11,0,-,0,0,723
2022,Cuba,CUB,"Bolivia (Plurinational State of)",BOL,48,0,0,-,0,0,0
2022,Cuba,CUB,Brazil,BRA,1180,18598,0,-,0,0,0
2022,Cuba,CUB,"Bosnia and Herzegovina",BIH,0,0,0,-,0,0,33
2022,Cuba,CUB,Belize,BLZ,0,5,0,-,0,0,0
2022,Cuba,CUB,Canada,CAN,288,691,0,-,0,0,0
2022,Cuba,CUB,"Cayman Islands",CYM,47,242,0,-,0,0,0
2022,Cuba,CUB,Chile,CHL,19,718,0,-,0,0,0
2022,Cuba,CUB,Colombia,COL,87,233,0,-,0,0,0
2022,Cuba,CUB,"Costa Rica",CRI,648,3563,0,-,0,0,0
2022,Cuba,CUB,Czechia,CZE,33,0,0,-,0,0,0
2022,Cuba,CUB,"Dominican Rep.",DOM,6,115,0,-,0,0,0
2022,Cuba,CUB,Ecuador,ECU,230,169,0,-,0,0,0
2022,Cuba,CUB,Ethiopia,ETH,5,0,0,-,0,0,0
2022,Cuba,CUB,Finland,FIN,5,36,0,-,0,0,0
2022,Cuba,CUB,France,FRA,394,156,0,-,0,0,0
2022,Cuba,CUB,"United Kingdom of Great Britain and Northern Ireland",GBR,16,34,0,-,0,0,0
2022,Cuba,CUB,Georgia,GEO,0,5,0,-,0,0,0
2022,Cuba,CUB,Germany,DEU,100,158,0,-,0,0,0
2022,Cuba,CUB,Greece,GRC,25,61,0,-,0,0,0
2022,Cuba,CUB,Guatemala,GTM,12,17,0,-,0,0,0
2022,Cuba,CUB,Guyana,GUY,7,128,0,-,0,0,0
2022,Cuba,CUB,Honduras,HND,0,9,0,-,0,0,73804
2022,Cuba,CUB,Croatia,HRV,0,67,0,-,0,0,5
2022,Cuba,CUB,Hungary,HUN,74,0,0,-,0,0,0
2022,Cuba,CUB,Ireland,IRL,6,0,0,-,0,0,0
2022,Cuba,CUB,Italy,ITA,70,245,0,-,0,0,0
2022,Cuba,CUB,Lithuania,LTU,5,5,0,-,0,0,0
2022,Cuba,CUB,"North Macedonia",MKD,0,5,0,-,0,0,0
2022,Cuba,CUB,"Rep. of Moldova",MDA,14,8,0,-,0,0,0
2022,Cuba,CUB,Mexico,MEX,4693,22396,0,-,0,0,71734
2022,Cuba,CUB,Montenegro,MNE,5,34,0,-,0,0,0
2022,Cuba,CUB,"Netherlands (Kingdom of the)",NLD,88,17,0,-,0,0,0
2022,Cuba,CUB,Nicaragua,NIC,14,0,0,-,0,0,6
2022,Cuba,CUB,Norway,NOR,0,5,0,-,0,0,0
2022,Cuba,CUB,Panama,PAN,120,1274,0,-,0,0,0
2022,Cuba,CUB,Paraguay,PRY,951,280,0,-,0,0,0
2022,Cuba,CUB,Peru,PER,546,3009,0,-,0,0,0
2022,Cuba,CUB,Poland,POL,19,11,0,-,0,0,0
